IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
28,59000,alugada,0,reforma,E,6500,16.35,1,0.11,n,7,sim,
40,52000,alugada,2,educacao,F,15000,18.62,1,0.29,s,16,sim,
30,38000,propria,14,saude,B,12600,NULL,0,0.33,n,8,não,
22,43000,hipoteca,2,quitacao_debitos,C,8500,12.09,0,0.2,s,4,sim,
37,60000,alugada,11,saude,A,10000,NULL,0,0.17,n,12,não,
30,35000,hipoteca,2,reforma,B,5200,9.88,0,0.15,n,6,sim,
27,138000,hipoteca,5,uso_pessoal,A,17000,7.88,0,0.12,n,5,sim,
23,57000,alugada,0,educacao,C,12000,NULL,0,0.21,n,4,não,
23,44004,alugada,0,empreendimento,E,12000,16,1,0.27,n,2,sim,
25,100000,hipoteca,0,educacao,A,7000,5.79,0,0.07,n,3,sim,
25,71000,hipoteca,NULL,empreendimento,C,4800,13.49,0,0.07,s,3,não,
22,36000,hipoteca,2,quitacao_debitos,A,1800,6.17,0,0.05,n,4,sim,
26,24500,alugada,4,educacao,B,8875,10,1,0.36,n,3,sim,
34,28704,alugada,0,saude,,20000,NULL,NULL,0.18,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,49000,alugada,10,educacao,A,9600,7.51,1,0.2,n,4,sim,
34,47700,alugada,2,quitacao_debitos,A,9000,7.14,0,0.19,n,7,sim,
33,43200,hipoteca,2,quitacao_debitos,A,5000,7.51,0,0.12,n,8,sim,
27,78000,hipoteca,0,reforma,A,5000,5.42,0,0.06,n,7,sim,
42,70000,hipoteca,19,empreendimento,A,10500,6.99,0,0.15,n,12,sim,
28,35004,propria,7,educacao,B,4000,11.49,0,0.11,n,10,sim,
28,103200,hipoteca,7,educacao,B,9000,9.88,0,0.09,n,6,sim,
25,59000,alugada,0,quitacao_debitos,E,15000,16.45,1,0.25,n,4,sim,
27,110000,hipoteca,3,quitacao_debitos,B,25000,NULL,0,0.23,n,6,não,
27,80000,hipoteca,NULL,,B,6000,16.49,1,0.32,s,8,não,"Cálculo do comprometimento da renda diferente do apontado; "
26,43000,hipoteca,6,saude,B,15000,11.99,0,0.35,n,2,sim,
27,68400,hipoteca,8,quitacao_debitos,C,8000,14.26,1,0.12,n,7,sim,
24,45840,alugada,2,quitacao_debitos,A,4800,7.49,0,0.1,n,2,sim,
23,32000,hipoteca,7,educacao,B,10000,11.71,0,0.31,n,2,sim,
36,45000,alugada,0,saude,C,19750,13.35,1,0.44,n,14,sim,
23,30000,hipoteca,0,quitacao_debitos,A,6500,7.74,0,0.22,n,4,sim,
24,99000,,8,quitacao_debitos,A,6000,NULL,0,0.26,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
32,92000,hipoteca,1,educacao,B,5000,NULL,0,0.05,n,8,não,
30,24000,alugada,5,saude,,3700,NULL,0,0.03,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,48000,alugada,7,uso_pessoal,C,7200,14.27,0,0.15,s,3,sim,
27,39996,alugada,5,saude,D,9600,NULL,1,0.24,n,9,não,
46,60000,hipoteca,1,educacao,C,5000,11.72,0,0.08,n,16,sim,
24,57772,alugada,6,empreendimento,C,13500,13.99,0,0.23,n,2,sim,
28,140000,alugada,9,reforma,A,12000,7.88,0,0.09,n,7,sim,
34,80000,hipoteca,NULL,empreendimento,A,2000,NULL,1,0.06,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,60000,alugada,0,quitacao_debitos,A,1200,7.66,0,0.02,n,3,sim,
23,122000,hipoteca,5,uso_pessoal,A,12000,7.29,0,0.1,n,3,sim,
24,37000,hipoteca,8,saude,B,10000,10.99,0,0.27,n,3,sim,
38,114000,hipoteca,22,quitacao_debitos,B,19000,9.99,0,0.17,n,12,sim,
25,64800,alugada,1,uso_pessoal,C,7000,12.73,0,0.11,n,2,sim,
33,34000,hipoteca,8,reforma,D,6000,14.11,1,0.18,n,9,sim,
29,140000,alugada,3,uso_pessoal,B,20000,10,0,0.14,n,9,sim,
26,39996,alugada,10,saude,C,15000,13.06,1,0.38,s,3,sim,
22,120000,hipoteca,0,educacao,D,16800,15.62,0,0.14,n,4,sim,
25,60000,alugada,2,reforma,C,10000,12.09,0,0.17,n,2,sim,
30,72000,hipoteca,3,uso_pessoal,B,12000,10.95,0,0.17,n,5,sim,
27,20400,alugada,3,uso_pessoal,B,2000,12.53,0,0.1,n,6,sim,
22,80000,alugada,5,quitacao_debitos,B,3600,12.69,0,0.04,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,60000,alugada,2,saude,C,12000,13.92,0,0.2,s,8,sim,
40,24000,alugada,2,saude,A,2800,7.88,0,0.12,n,14,sim,
29,56000,alugada,0,uso_pessoal,B,3200,NULL,0,0.06,n,7,não,
24,87000,alugada,0,uso_pessoal,C,1000,13.99,0,0.01,n,4,sim,
35,117000,alugada,8,uso_pessoal,A,15000,9.63,0,0.13,n,8,sim,
32,118000,hipoteca,3,quitacao_debitos,D,7000,NULL,0,0.09,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
31,106000,hipoteca,15,quitacao_debitos,B,2400,9.63,0,0.02,n,5,sim,
28,35000,alugada,5,empreendimento,F,4250,16.96,0,0.12,n,6,sim,
24,58000,hipoteca,6,quitacao_debitos,A,2200,7.4,0,0.04,n,3,sim,
29,110000,hipoteca,6,saude,B,5000,9.91,0,0.05,n,9,sim,
22,23000,alugada,6,saude,C,6250,12.73,0,0.27,n,2,sim,
28,35376,hipoteca,NULL,uso_pessoal,A,1500,8.49,0,0.04,n,10,não,
23,21360,alugada,0,,A,3000,10.14,0,0.06,,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
29,42000,alugada,5,uso_pessoal,B,15000,10.99,1,0.36,n,9,sim,
37,44700,alugada,0,quitacao_debitos,A,9000,8.59,0,0.2,n,16,sim,
29,50000,hipoteca,9,saude,A,10000,7.88,0,0.2,n,8,sim,
26,40000,alugada,0,empreendimento,A,8200,6.62,0,0.2,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
36,140000,hipoteca,21,uso_pessoal,A,8000,6.99,0,0.06,n,11,sim,
23,36000,hipoteca,NULL,educacao,A,10000,7.14,0,0.28,n,3,não,
26,135000,alugada,NULL,uso_pessoal,B,10000,10.39,NULL,0.15,n,13,não,"Cálculo do comprometimento da renda diferente do apontado; "
33,114996,hipoteca,0,uso_pessoal,B,7450,11.71,0,0.06,n,5,sim,
28,103000,hipoteca,2,educacao,A,5000,5.42,0,0.05,n,5,sim,
38,95000,propria,6,empreendimento,E,14000,17.74,0,0.15,s,17,sim,
27,36000,alugada,4,reforma,D,3000,15.62,1,0.08,n,7,sim,
23,22884,alugada,8,educacao,B,6000,11.49,0,0.26,n,3,sim,
35,500000,hipoteca,17,quitacao_debitos,C,20000,13.85,0,0.04,s,7,sim,
22,NULL,alugada,2,quitacao_debitos,B,3800,NULL,0,0.04,n,14,não,"Histórico de crédito incompatível com a idade;"
28,199000,hipoteca,12,reforma,A,10000,9.32,0,0.05,n,10,sim,
30,34000,alugada,14,reforma,D,10000,14.54,1,0.29,s,6,sim,
34,44000,hipoteca,8,quitacao_debitos,C,4500,12.98,1,0.1,n,6,sim,
26,30000,alugada,4,quitacao_debitos,,7000,12.73,0,0.08,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
27,60000,,7,saude,B,10000,10.65,0,NULL,n,10,não,
28,51000,alugada,2,educacao,E,16000,16.32,1,0.31,s,9,sim,
26,33800,hipoteca,9,empreendimento,,NULL,14.65,0,0.25,s,3,não,
27,60000,alugada,6,quitacao_debitos,B,4500,12.69,0,0.07,n,7,sim,"Cálculo do comprometimento da renda diferente do apontado; "
25,98000,alugada,9,quitacao_debitos,B,10000,12.69,0,0.1,n,4,sim,
24,42000,alugada,2,educacao,B,8000,NULL,0,0.19,n,4,não,
38,17760,propria,NULL,saude,C,2800,NULL,1,0.16,n,16,não,
21,42000,alugada,4,quitacao_debitos,A,4500,6.03,0,0.11,n,4,sim,
25,59000,hipoteca,9,educacao,B,20000,11.36,1,0.34,n,2,sim,
22,30000,alugada,0,educacao,B,5000,11.49,0,0.17,n,2,sim,
23,38500,alugada,2,saude,B,7000,11.14,0,0.18,n,2,sim,
22,65000,alugada,5,quitacao_debitos,C,12000,NULL,0,0.18,s,3,não,
26,33000,alugada,1,empreendimento,B,3500,10.25,0,0.11,n,2,sim,
26,24000,alugada,1,quitacao_debitos,C,7750,14.35,1,0.32,n,3,sim,
22,24000,alugada,0,uso_pessoal,C,12000,14.79,1,0.5,n,2,sim,
26,41004,,2,saude,B,NULL,12.42,0,0.24,n,4,não,
40,69996,alugada,6,saude,B,3000,10.75,0,0.04,n,15,sim,
25,50000,hipoteca,9,uso_pessoal,A,12000,NULL,0,0.24,n,2,não,
23,55000,hipoteca,7,uso_pessoal,D,6625,16.77,0,0.12,s,3,sim,
31,123000,alugada,2,empreendimento,A,7000,8.49,0,0.06,n,10,sim,
23,75000,alugada,2,quitacao_debitos,A,3700,6.03,0,0.05,n,2,sim,
32,60000,alugada,6,saude,C,6000,13.98,0,0.1,n,5,sim,
27,65000,alugada,9,educacao,C,3500,13.49,0,0.05,n,9,sim,
23,42000,alugada,0,quitacao_debitos,C,5000,NULL,1,0.12,s,2,não,
24,37000,alugada,5,empreendimento,A,9000,7.14,0,0.24,n,2,sim,
31,88000,alugada,1,quitacao_debitos,B,13225,12.42,0,0.15,n,7,sim,
29,125000,hipoteca,2,saude,C,3500,13.98,0,0.03,n,8,sim,
26,74999,alugada,4,reforma,D,16000,17.27,0,0.21,s,4,sim,
29,49000,propria,NULL,uso_pessoal,A,4400,6.62,0,0.09,n,9,não,
24,124080,alugada,4,uso_pessoal,D,NULL,10.28,0,0.17,,2,não,
32,28600,alugada,3,empreendimento,B,6700,10.37,0,0.23,n,9,sim,
31,53000,hipoteca,7,empreendimento,C,4550,11.03,0,0.09,s,6,sim,
43,50000,hipoteca,12,reforma,B,5000,10,0,0.1,n,16,sim,
25,38340,alugada,9,saude,B,12000,11.71,1,0.31,n,2,sim,
28,34000,alugada,0,uso_pessoal,D,2600,15.62,1,0.08,n,9,sim,
26,65000,hipoteca,8,reforma,A,11500,7.49,0,0.18,n,4,sim,
30,54000,hipoteca,5,educacao,A,5000,7.88,0,0.09,n,5,sim,
27,88000,hipoteca,8,uso_pessoal,B,14400,11.71,0,0.16,n,6,sim,
35,105000,alugada,6,empreendimento,B,24000,9.25,0,0.23,n,7,sim,
23,45000,alugada,0,empreendimento,C,6225,11.54,0,0.14,s,4,sim,
35,100450,alugada,1,uso_pessoal,B,24000,12.69,0,0.24,n,7,sim,
22,36000,alugada,1,quitacao_debitos,A,6000,7.51,0,0.17,n,2,sim,
32,50004,hipoteca,2,educacao,C,6250,12.87,0,0.12,s,6,sim,
26,24000,alugada,0,saude,D,3600,14.96,1,0.15,n,4,sim,
52,52000,propria,0,uso_pessoal,A,9600,8.49,0,0.18,n,19,sim,
22,45000,alugada,3,uso_pessoal,B,5000,11.11,0,0.11,n,3,sim,
21,20000,alugada,4,uso_pessoal,B,6400,10.99,1,0.32,n,3,sim,
24,65000,hipoteca,8,uso_pessoal,A,2500,6.39,0,0.04,n,3,sim,
25,32640,alugada,4,quitacao_debitos,C,4000,12.73,0,0.12,s,4,sim,
31,14400,alugada,3,reforma,D,4750,14.59,1,0.33,s,8,sim,
23,52000,alugada,3,quitacao_debitos,B,17000,11.58,1,0.33,n,4,sim,
24,100000,hipoteca,7,educacao,D,10300,15.99,0,0.1,s,4,sim,
24,54600,alugada,2,educacao,C,7200,12.53,0,0.13,n,2,sim,
25,56000,hipoteca,NULL,uso_pessoal,A,5000,5.42,0,0.09,n,4,não,
25,60000,hipoteca,4,saude,A,8650,7.51,0,0.14,n,2,sim,
21,44000,alugada,6,uso_pessoal,D,10000,14.74,0,0.23,n,4,sim,
42,125000,,5,,A,2000,6.39,0,0.04,n,5,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,NULL,alugada,6,educacao,,15000,10.99,0,0.38,n,3,não,
28,65000,hipoteca,6,uso_pessoal,D,22000,15.65,0,0.34,n,5,sim,
32,32004,alugada,16,saude,B,4000,11.49,0,0.12,n,9,sim,
45,36000,alugada,0,saude,B,10000,11.11,0,0.28,n,11,sim,
26,85000,hipoteca,1,uso_pessoal,A,7200,8.9,0,0.08,n,4,sim,
25,130000,hipoteca,9,educacao,B,15000,11.14,0,0.12,n,3,sim,
28,10000,alugada,12,educacao,B,3000,NULL,1,0.3,n,8,não,
29,55000,hipoteca,11,uso_pessoal,B,4000,10.99,0,0.07,n,8,sim,
27,100970,hipoteca,5,empreendimento,B,20000,11.99,0,0.2,n,9,sim,
24,128000,hipoteca,4,educacao,A,12000,6.03,0,0.09,n,2,sim,
25,101424,alugada,6,uso_pessoal,A,4000,NULL,NULL,0.15,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,40800,alugada,5,saude,C,4800,13.85,0,0.12,s,3,sim,
25,28000,alugada,6,quitacao_debitos,A,1000,7.51,0,0.04,n,3,sim,
33,148000,hipoteca,17,empreendimento,C,8000,13.98,0,0.05,s,5,sim,
24,66300,alugada,4,saude,D,30000,NULL,1,0.38,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
27,70000,hipoteca,3,reforma,A,5200,7.51,0,0.07,n,10,sim,
30,135000,hipoteca,8,quitacao_debitos,A,32000,7.9,0,0.24,n,9,sim,
41,140000,hipoteca,2,educacao,E,15000,17.88,0,0.11,n,11,sim,
33,115000,hipoteca,6,saude,C,10500,13.49,0,0.09,n,9,sim,
29,120000,alugada,3,educacao,A,15000,6.91,0,0.13,n,7,sim,
28,50400,alugada,8,empreendimento,D,18500,16.02,1,0.37,n,6,sim,
22,97000,hipoteca,0,educacao,C,7500,11.34,0,0.08,s,4,sim,
43,25000,hipoteca,10,educacao,B,10000,9.62,0,0.4,n,17,sim,
26,75000,alugada,4,uso_pessoal,A,17500,7.9,0,0.23,n,2,sim,
26,132750,hipoteca,8,reforma,B,12000,11.49,0,0.09,n,4,sim,
30,132000,alugada,14,reforma,B,21500,10.62,0,0.16,n,8,sim,
24,35000,alugada,4,educacao,B,4500,NULL,NULL,0.22,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,73600,hipoteca,7,reforma,B,24000,11.36,0,0.33,n,2,sim,
26,31200,alugada,4,uso_pessoal,C,8325,13.49,0,0.27,n,3,sim,
26,30320,alugada,2,uso_pessoal,B,7500,12.18,1,0.25,n,3,sim,
23,28685,alugada,3,quitacao_debitos,C,7000,12.73,0,0.24,n,2,sim,
21,50031,hipoteca,5,uso_pessoal,A,2000,5.99,0,0.04,n,2,sim,
28,84000,alugada,7,uso_pessoal,E,25000,15.95,0,0.3,s,7,sim,
29,75000,alugada,0,uso_pessoal,C,5400,14.79,0,0.07,n,5,sim,
24,59000,alugada,8,saude,C,3200,13.8,1,0.05,n,3,sim,
24,100000,alugada,0,reforma,B,3000,9.76,0,0.03,n,3,sim,
35,61000,hipoteca,0,quitacao_debitos,A,6000,6.54,0,0.1,n,7,sim,
26,57000,hipoteca,6,saude,C,9000,12.99,0,0.16,s,4,sim,
26,47004,alugada,5,uso_pessoal,D,10000,15.05,0,0.21,n,2,sim,
30,85000,alugada,5,empreendimento,D,5000,15.05,0,0.06,n,9,sim,
29,84000,alugada,9,quitacao_debitos,C,13000,12.53,0,0.15,s,7,sim,
25,125000,hipoteca,2,uso_pessoal,B,14000,NULL,0,0.11,n,4,não,
24,72000,hipoteca,8,uso_pessoal,A,12000,6.03,0,0.17,n,2,sim,
28,55000,alugada,2,quitacao_debitos,C,3200,12.98,0,0.06,n,7,sim,
34,25000,alugada,3,empreendimento,A,3000,7.4,0,0.12,n,8,sim,
25,11000,alugada,3,saude,B,3400,NULL,1,0.31,n,2,não,
28,86400,hipoteca,NULL,quitacao_debitos,A,5000,7.9,0,0.06,n,8,não,
25,22812,alugada,5,educacao,D,4125,14.54,0,0.18,s,2,sim,
21,9600,alugada,0,educacao,A,1750,8.94,1,0.18,n,2,sim,
23,24000,alugada,0,educacao,C,2000,12.61,0,0.08,s,3,sim,
22,60000,alugada,5,quitacao_debitos,C,2100,14.65,0,0.04,n,2,sim,
24,114800,alugada,6,uso_pessoal,A,10000,8.94,0,0.09,n,4,sim,
21,21600,alugada,0,quitacao_debitos,B,2000,11.71,1,0.09,n,2,sim,
38,47000,alugada,4,quitacao_debitos,A,16500,7.9,1,0.35,n,16,sim,
24,75000,hipoteca,4,uso_pessoal,C,11125,13.49,0,0.15,n,4,sim,
29,29000,alugada,3,empreendimento,C,5000,15.23,0,0.17,s,7,sim,
27,54000,alugada,1,reforma,C,5400,14.27,0,0.1,n,6,sim,
30,50000,alugada,4,reforma,E,16000,16.77,1,0.32,n,5,sim,
36,30000,alugada,0,educacao,B,9000,12.18,0,0.3,n,17,sim,
44,57600,alugada,12,uso_pessoal,A,7000,7.4,0,0.12,n,11,sim,
34,82000,alugada,3,saude,A,6000,8.9,0,0.07,n,5,sim,
29,28000,alugada,2,uso_pessoal,D,5000,16.07,1,0.18,n,8,sim,
29,74000,alugada,3,educacao,C,16000,13.11,1,0.22,s,6,sim,
28,60000,hipoteca,0,reforma,A,7500,5.79,0,0.13,n,8,sim,
27,45727,hipoteca,5,empreendimento,D,1000,16.29,0,0.02,n,5,sim,
35,19200,alugada,0,empreendimento,A,3500,9.32,1,0.18,n,6,sim,
36,60072,alugada,14,reforma,B,2500,11.49,1,0.04,n,16,sim,
25,28000,hipoteca,NULL,saude,A,9600,6.03,0,0.34,n,3,não,
27,39000,alugada,1,uso_pessoal,B,4000,10.74,0,0.1,n,9,sim,
36,150000,hipoteca,20,quitacao_debitos,A,10000,NULL,0,0.07,n,16,não,
23,22884,,4,educacao,E,6000,8,NULL,0.09,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,59000,hipoteca,6,quitacao_debitos,A,6400,NULL,0,0.11,n,4,não,
26,44000,alugada,0,saude,B,3075,10.99,0,0.07,n,3,sim,
26,18000,alugada,2,quitacao_debitos,C,8500,14.27,1,0.47,n,3,sim,
24,79631,alugada,8,uso_pessoal,D,25000,15.7,1,0.31,s,2,sim,
22,166000,hipoteca,1,uso_pessoal,B,23450,11.36,0,0.14,n,2,sim,
23,57000,alugada,0,educacao,D,11050,14.74,1,0.19,n,4,sim,
26,58000,alugada,0,reforma,B,20000,10.25,1,0.34,n,4,sim,
22,40000,hipoteca,1,uso_pessoal,E,8000,16,0,0.2,s,3,sim,
23,47000,hipoteca,7,educacao,C,13850,12.68,0,0.29,s,2,sim,
23,31200,alugada,2,educacao,B,3000,11.89,0,0.1,n,2,sim,
23,54000,hipoteca,7,uso_pessoal,A,2000,5.42,0,0.04,n,2,sim,
30,105000,propria,14,reforma,B,15400,11.36,0,0.15,n,8,sim,
22,78000,hipoteca,3,educacao,A,12000,6.54,0,0.15,n,3,sim,
24,65000,hipoteca,2,empreendimento,B,12000,12.69,0,0.18,n,4,sim,
22,30900,alugada,3,empreendimento,B,5000,10,0,0.16,n,2,sim,
32,60000,hipoteca,2,educacao,D,15000,14.83,0,0.25,n,9,sim,
22,72000,alugada,6,saude,C,12000,12.99,0,0.17,s,3,sim,
29,40000,alugada,2,quitacao_debitos,D,7000,14.91,1,0.17,s,9,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,75000,hipoteca,1,reforma,B,3900,10.51,0,0.05,n,8,sim,
55,75000,hipoteca,3,uso_pessoal,A,10000,7.51,0,0.13,n,20,sim,
34,30000,hipoteca,6,saude,B,4650,NULL,0,0.15,n,8,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,48000,hipoteca,4,uso_pessoal,A,6500,6.17,0,0.14,n,2,sim,
23,42000,alugada,2,uso_pessoal,C,6000,12.41,1,0.14,n,4,sim,
22,46000,alugada,3,educacao,B,12000,11.71,0,0.26,n,3,sim,
37,51000,alugada,5,quitacao_debitos,A,1800,7.51,0,0.04,n,14,sim,
34,126000,hipoteca,2,empreendimento,B,9600,11.49,0,0.08,n,5,sim,
32,105000,alugada,15,educacao,B,3000,NULL,0,0.03,n,7,não,
38,83000,alugada,3,reforma,G,22250,23.22,1,0.27,s,12,sim,
41,70800,hipoteca,25,uso_pessoal,,3000,NULL,1,0.06,,14,não,"Cálculo do comprometimento da renda diferente do apontado; "
45,118000,hipoteca,15,reforma,B,25000,12.18,0,0.21,n,12,sim,
24,30000,propria,7,reforma,C,10000,12.61,0,0.33,n,3,sim,
23,41000,alugada,7,educacao,A,4700,7.9,0,0.11,n,4,sim,
24,36000,alugada,5,empreendimento,D,3525,14.59,0,0.1,s,3,sim,
23,28600,alugada,7,educacao,A,1000,7.9,0,0.03,n,3,sim,
24,74000,alugada,2,saude,A,5000,NULL,0,0.07,n,4,não,
22,51000,hipoteca,3,empreendimento,C,13000,13.48,0,0.25,s,3,sim,
27,72000,hipoteca,11,saude,C,9500,13.99,0,0.13,n,6,sim,
27,123996,hipoteca,11,saude,A,6500,8,0,0.05,n,6,sim,
21,60000,alugada,6,educacao,B,25000,10.99,1,0.42,n,4,sim,
24,50000,alugada,3,uso_pessoal,C,17000,13.79,1,0.34,n,3,sim,
28,25000,alugada,2,educacao,C,3000,13.22,0,0.12,s,8,sim,
23,83236,alugada,6,educacao,A,7000,6.92,0,0.08,n,2,sim,
31,75000,hipoteca,3,empreendimento,F,8000,18.21,0,0.11,s,7,sim,
24,61400,alugada,1,quitacao_debitos,C,12250,12.23,0,0.2,s,2,sim,
24,47500,alugada,4,uso_pessoal,A,4200,8.9,0,0.09,n,4,sim,
22,32000,alugada,0,uso_pessoal,B,3200,10.2,0,0.1,n,3,sim,
NULL,27000,alugada,1,saude,D,18500,7.9,NULL,0.51,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,35000,hipoteca,5,reforma,B,10000,11.99,0,0.29,n,4,sim,
32,75250,alugada,1,quitacao_debitos,C,4000,12.99,0,0.05,n,7,sim,
22,44000,hipoteca,5,quitacao_debitos,,8000,7.88,0,0.21,,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
28,25000,alugada,0,educacao,A,7000,6.92,0,0.28,n,7,sim,
53,85000,alugada,2,uso_pessoal,A,8000,7.74,0,0.09,n,26,sim,
27,36400,alugada,5,educacao,A,9000,7.49,0,0.25,n,6,sim,
38,45600,alugada,5,empreendimento,D,9000,16.29,0,0.2,s,13,sim,
24,113676,hipoteca,8,educacao,A,7200,6.99,0,0.06,n,2,sim,
29,100000,alugada,1,saude,B,15000,9.88,0,0.15,n,9,sim,
28,200000,hipoteca,12,educacao,A,25000,7.9,0,0.13,n,9,sim,
21,27000,alugada,5,empreendimento,A,5000,5.42,0,0.19,n,3,sim,
39,50000,hipoteca,1,educacao,A,8000,7.68,0,0.16,n,14,sim,
26,134000,hipoteca,2,educacao,C,30000,13.49,0,0.22,s,3,sim,
22,60000,alugada,2,educacao,B,8000,10,0,0.13,n,4,sim,
32,120000,hipoteca,9,empreendimento,A,8000,7.51,0,0.07,n,7,sim,
30,89000,hipoteca,3,uso_pessoal,B,10800,11.99,0,0.12,n,8,sim,
28,32500,alugada,0,saude,A,8250,7.51,0,0.25,n,10,sim,
28,61350,alugada,12,quitacao_debitos,C,7000,12.98,1,0.11,s,8,sim,
30,40000,alugada,4,empreendimento,C,10800,13.57,1,0.27,n,7,sim,
32,86004,hipoteca,16,quitacao_debitos,A,8000,5.79,0,0.09,n,5,sim,
40,150000,,2,uso_pessoal,C,2650,9.88,NULL,0.12,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
31,86000,alugada,1,quitacao_debitos,D,25000,16,1,0.29,s,5,sim,
29,26004,hipoteca,13,quitacao_debitos,D,4000,14.74,1,0.15,s,9,sim,
24,26400,alugada,4,saude,A,8875,6.62,1,0.34,n,4,sim,
26,75000,hipoteca,9,saude,C,4000,12.99,0,0.05,s,2,sim,
27,60000,hipoteca,NULL,reforma,C,8400,12.73,1,0.14,n,9,não,
24,51160,alugada,5,quitacao_debitos,B,10000,10.75,0,0.2,n,3,sim,
32,43000,alugada,2,educacao,C,6000,13.22,0,0.14,n,6,sim,
23,31000,alugada,1,quitacao_debitos,B,6000,11.71,1,0.19,n,2,sim,
34,30000,alugada,5,reforma,A,3600,6.92,1,0.12,n,6,sim,
28,135996,hipoteca,12,reforma,A,12500,8.59,0,0.09,n,6,sim,
32,40000,alugada,2,saude,C,4000,13.79,0,0.1,n,6,sim,
31,95000,alugada,2,saude,C,NULL,11.36,NULL,0.26,n,4,não,
21,30000,alugada,0,empreendimento,A,5000,8.59,0,0.17,n,2,sim,
26,45000,alugada,10,saude,C,16750,12.41,1,0.37,n,3,sim,
34,26496,propria,7,saude,B,4400,10.59,0,0.17,n,8,sim,
21,55272,alugada,5,empreendimento,A,5000,5.42,0,0.09,n,3,sim,
33,109000,hipoteca,4,uso_pessoal,C,18400,12.41,0,0.17,s,8,sim,
27,64000,alugada,3,uso_pessoal,A,3600,7.49,1,0.06,n,5,sim,
27,70000,alugada,11,reforma,D,8000,12.92,0,0.11,s,6,sim,
26,130000,hipoteca,10,uso_pessoal,D,3000,17.58,0,0.02,s,3,sim,
28,100511,alugada,1,quitacao_debitos,D,21000,NULL,1,0.21,s,5,não,
23,67000,alugada,3,educacao,A,25000,7.9,1,0.37,n,3,sim,
22,87000,hipoteca,0,uso_pessoal,B,8000,12.21,0,0.09,n,4,sim,
35,66000,hipoteca,4,empreendimento,A,3000,6.03,0,0.05,n,7,sim,
25,45000,alugada,5,saude,B,2500,12.69,0,0.06,n,4,sim,
54,52000,hipoteca,5,uso_pessoal,B,1000,10,0,0.02,n,26,sim,
23,33600,alugada,7,saude,D,11000,15.65,1,0.33,s,3,sim,
39,150000,hipoteca,9,saude,A,30000,8.9,0,0.2,n,11,sim,
21,55438,alugada,4,empreendimento,C,19400,13.49,1,0.35,n,2,sim,
25,88500,alugada,3,empreendimento,C,7200,13.47,0,0.08,s,2,sim,
23,67200,hipoteca,7,empreendimento,A,16000,6.03,0,0.24,n,2,sim,
27,41200,alugada,1,saude,A,7100,7.88,0,0.17,n,10,sim,
22,57000,hipoteca,5,uso_pessoal,B,7500,11.86,0,0.13,n,3,sim,
22,20000,hipoteca,0,uso_pessoal,B,16600,9.76,0,0.83,n,3,sim,
34,18000,alugada,4,saude,C,2400,14.79,0,0.13,n,10,sim,
30,24000,propria,NULL,uso_pessoal,A,6000,5.79,0,0.25,n,9,não,
25,22000,alugada,3,uso_pessoal,E,5000,16.32,1,0.23,n,3,sim,
27,35000,propria,2,educacao,A,14000,7.49,0,0.4,n,8,sim,
23,66000,alugada,2,empreendimento,A,12000,NULL,0,0.18,n,4,não,
34,35000,alugada,9,educacao,A,8000,NULL,0,0.23,n,10,não,
34,84000,hipoteca,6,educacao,A,2400,7.49,0,0.03,n,6,sim,
24,130000,alugada,7,quitacao_debitos,B,24000,11.49,0,0.18,n,3,sim,
24,79400,hipoteca,8,reforma,B,12000,9.88,0,0.15,n,4,sim,
23,40992,alugada,7,educacao,B,5000,10.99,0,0.12,n,2,sim,
27,65000,hipoteca,11,uso_pessoal,A,3000,7.51,0,0.05,n,8,sim,
38,80000,alugada,9,uso_pessoal,B,2500,10.99,0,0.03,n,13,sim,
29,112992,hipoteca,13,quitacao_debitos,A,8000,7.49,0,0.07,n,8,sim,
26,50000,alugada,0,empreendimento,B,4800,NULL,0,0.1,n,3,não,
